I0626 22:19:31.832112  1996 server.go:1349] Starting language server process with pid 1996
I0627 03:42:39.902197  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 571 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:42:44.891544  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb24e2e0c80bdf5f5 ResponseID: hBw_aoGwAfDrkdUP1cvBuAE
I0627 03:42:45.052804  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:45.052804  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:46.679545  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8b0a52ce02682fcd ResponseID: hRw_aqLyMqTk7M8P6rHKwA8
I0627 03:42:46.699026  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 575
I0627 03:42:46.825676  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:46.825676  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:42:53.773525  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=575, approved=true, sandboxOverride=false, persistGrants=[]
I0627 03:42:53.773525  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 575 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 03:42:55.881170  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xac387f7fce163373 ResponseID: jhw_auroMf26kdUPmO-94Qc
I0627 03:42:56.216988  1996 quota_manager.go:68] quotaRefreshLoop: skipped (throttled)
I0627 03:42:56.255533  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 03:42:56.255533  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 03:44:32.717923  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe819010d4ebeb90f
I0627 03:44:33.302467  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7f1cab8dc90323fb
I0627 03:50:32.691990  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x59c16e75f5ddcb86
I0627 03:50:35.101972  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x1d71d69b642ec7bd
I0627 03:56:33.335068  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x7db4ae3d03a4f8e0
I0627 03:56:34.583380  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x92167e65066e4dc7
I0627 04:01:32.613283  1996 browser.go:269] token refreshed, new expiry=2026-06-27 05:01:31.6132838 +0300 EEST m=+24119.860747001
I0627 04:02:32.690254  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x78593b8d2395f437
I0627 04:02:33.262406  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x408cce1c8e33c5a7
E0627 04:32:56.961821  1996 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": read tcp 192.168.1.3:62601->216.239.38.223:443: wsarecv: An existing connection was forcibly closed by the remote host.
W0627 04:32:57.050819  1996 log_context.go:117] Cache(availableModels): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": read tcp 192.168.1.3:63303->216.239.36.223:443: wsarecv: An existing connection was forcibly closed by the remote host.
E0627 04:32:57.051820  1996 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": read tcp 192.168.1.3:63303->216.239.36.223:443: wsarecv: An existing connection was forcibly closed by the remote host.
W0627 04:32:57.053816  1996 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": read tcp 192.168.1.3:63303->216.239.36.223:443: wsarecv: An existing connection was forcibly closed by the remote host.
I0627 04:32:58.254999  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x7875a703b2e224ab
I0627 04:33:32.783571  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xd4bf257c0b3605d4
I0627 04:38:33.611151  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x84686b98cf991561
I0627 04:38:34.184013  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x2c58b37d051d8b1a
I0627 04:38:37.715009  1996 input_loop.go:34] HandleUserInput called with text: "edit the project to register the authentication and authorization services and middlewares"
I0627 04:38:37.715573  1996 conversation_manager.go:437] Forwarding user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 04:38:37.715573  1996 server.go:1104] Sending user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 04:38:39.282958  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb8a700f721364028 ResponseID: nik_arWTF7TjkdUPkr_AkAE
E0627 04:38:39.309178  1996 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_GREP_SEARCH: exec: "grep": executable file not found in %PATH%
I0627 04:38:39.488194  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:39.488194  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:42.875059  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x78288958c9ac4d0b ResponseID: oCk_apHDI-znnsEPmqywQQ
I0627 04:38:43.092260  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:43.092260  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:44.104449  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x55a922a6c48e131f ResponseID: oyk_aoHWHeK5kdUPqpKqEQ
I0627 04:38:44.479492  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:44.479492  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:47.303082  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd86b4fb01021ed7b ResponseID: pik_aoukGKDtkdUP--_JqAE
I0627 04:38:47.441959  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:47.441959  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:49.113381  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x3ba0ef57161e14ea ResponseID: pyk_aqP8PLTOsgKbvJqwAw
I0627 04:38:49.250412  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:49.250412  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:51.172042  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x79998b971deb7130 ResponseID: qSk_auy9L6P-nsEP59KkiQQ
I0627 04:38:51.963512  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:51.964514  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:55.772690  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbd1e8b41c58b1366 ResponseID: rik_aq-eE6bk7M8PuqnA2Q0
I0627 04:38:55.954774  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:55.954774  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:38:58.303653  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9037c6f40403331b ResponseID: sCk_apDzH7TOsgKbvJqwAw
E0627 04:38:58.328460  1996 log.go:398] error executing cascade step: CORTEX_STEP_TYPE_GREP_SEARCH: exec: "grep": executable file not found in %PATH%
I0627 04:38:58.429491  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:38:58.429491  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:00.405557  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa5ad59141d0b9a17 ResponseID: syk_avz8B_yYkdUPmNKxkAI
I0627 04:39:00.421901  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 595
I0627 04:39:01.239976  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:01.240981  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:25.207981  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=595, approved=true, sandboxOverride=false, persistGrants=[]
I0627 04:39:25.208970  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 595 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 04:39:28.282109  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x410db56bb5b849e2 ResponseID: zik_av7sEKSDkdUPub7lqQI
I0627 04:39:28.409584  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:28.409584  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:30.213325  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe55d4aa41684f90e ResponseID: 0Sk_at3ABvPZ7M8Py6rVyQE
I0627 04:39:30.377723  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:30.377723  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:32.097322  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x7b71c6d80297d202 ResponseID: 0ik_apnxObKL7M8P06bZIQ
I0627 04:39:32.211218  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:32.212218  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:33.964281  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x233662f9e1e39b91 ResponseID: 1Ck_asKuMPPZ7M8Py6rVyQE
I0627 04:39:35.056037  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:35.056037  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:38.445675  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf7c4295f17b47b00 ResponseID: 2Sk_apaML4bjnsEPl8ewwQU
I0627 04:39:38.593074  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:38.594071  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:39:40.618865  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd3653f0326d2229e ResponseID: 2yk_at_0CpDrkdUPkMiQuQE
I0627 04:39:40.765233  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 607
I0627 04:39:40.869197  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 04:39:40.869197  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 04:40:10.356456  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=607, approved=true, sandboxOverride=false, persistGrants=[]
I0627 04:40:10.356456  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 607 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
